"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.891479598E0,-1.732139587E-1,-2.491283417E-2,7.422685623E-2
1.896423446E0,-1.238893270E-1,5.100154877E-2,3.523235321E-1
1.901428329E0,-1.201550364E-1,2.945804596E-2,2.102551460E-1
1.906402694E0,-1.215435863E-1,-1.028194427E-1,-2.734231949E-2
1.911377059E0,2.107304335E-2,-2.846240997E-2,-5.447387695E-3
1.916351424E0,-4.726898670E-2,-3.013992310E-2,2.760624886E-1
1.921325790E0,-8.680331707E-2,7.439517975E-2,2.105588913E-1
1.926300155E0,-1.149060726E-1,3.162288666E-2,6.056785583E-2
1.931274520E0,-1.904720664E-1,-1.786136627E-2,-1.376900673E-1
1.936248885E0,-2.016561627E-1,-2.669811249E-2,7.657718658E-2
1.941223250E0,-5.908298492E-2,6.608963013E-2,2.938251495E-1
1.946197616E0,-2.865195274E-2,2.354526520E-2,2.259879112E-1
1.951202498E0,-1.144665480E-1,-2.804756165E-2,1.422696114E-1
1.956146346E0,-2.588694096E-1,-2.023410797E-2,1.843323708E-1
1.961151229E0,-1.734085679E-1,-1.965522766E-2,4.525723457E-1
1.966125594E0,-1.360579729E-1,-4.977703094E-2,2.181434631E-1
1.971099959E0,-3.229644299E-1,-3.700828552E-2,-3.305101395E-2
1.976074325E0,-2.646878958E-1,-1.237201691E-2,-4.591703415E-2
1.981048690E0,-3.815236688E-1,7.331848145E-3,2.198596001E-1
1.986023055E0,-3.773687482E-1,-3.991127014E-3,1.905164719E-1
1.990997420E0,-4.824019670E-1,-3.665637970E-2,1.682982445E-1
1.995971786E0,-4.241704941E-1,-3.135013580E-2,-3.082847595E-2
2.000946151E0,-6.566408277E-1,-4.956054688E-2,-3.220891953E-2
2.005920516E0,-8.748170137E-1,1.071863174E-1,2.403640747E-1
2.010894881E0,-2.014635205E-1,5.000782013E-2,2.437248230E-1
2.015869247E0,-1.246071458E-1,-1.013269424E-1,9.577131271E-2
2.020904647E0,-1.025190353E-1,-3.420829773E-2,1.922020912E-1
2.025817977E0,-2.783499956E-1,1.576433182E-1,1.298608780E-1
2.030822860E0,-5.640185475E-1,8.089065552E-3,-3.189210892E-1
2.035797225E0,-4.089608192E-1,1.766872406E-2,1.327595711E-1
2.040771590E0,-4.372380972E-1,-1.561355591E-2,-5.095005035E-3
2.045745956E0,-4.341236353E-1,5.763053894E-3,-6.618785858E-2
2.050720321E0,-3.830030560E-1,2.484989166E-2,-1.760897636E-1
2.055694686E0,-2.586228848E-1,8.164405823E-2,-1.173925400E-1
2.060669051E0,-4.754852653E-1,-1.323413849E-2,-2.835745811E-1
2.065643416E0,-2.498136163E-1,2.699375153E-2,-2.267284393E-1
2.070617782E0,-5.172847509E-1,-6.312751770E-2,2.299833298E-2
2.075592147E0,-3.549609184E-1,2.224063873E-2,-1.754517555E-1
2.080566512E0,-2.856469750E-1,-6.226539612E-3,-2.894291878E-1
2.085540877E0,-2.143665552E-1,4.350471497E-2,-2.324299812E-1
2.090515243E0,-2.147259712E-1,-3.005409241E-2,-2.279825211E-1
2.095489608E0,-3.597506881E-1,-1.592159271E-2,-1.860861778E-1
2.100463973E0,-3.321056366E-1,5.219459534E-2,-4.067392349E-1
2.105438338E0,-4.749721289E-1,6.403923035E-3,-4.839386940E-1
2.110412704E0,-1.867285371E-1,-1.299095154E-2,-2.819094658E-1
2.115387069E0,-1.625608802E-1,2.451515198E-2,-2.585225105E-1
2.120391952E0,-2.920755148E-1,2.399063110E-2,-3.438482285E-1
2.125366317E0,-4.445738196E-1,9.268760681E-3,-4.804096222E-1
2.130340682E0,-3.153633475E-1,-7.151031494E-2,-3.845682144E-1
2.135284530E0,-2.532308698E-1,6.463050842E-3,-8.662319183E-2
2.140289413E0,-4.494875669E-2,3.422737122E-2,-3.034133911E-1
2.145263778E0,-1.072432995E-1,-1.840209961E-2,-2.421107292E-1
2.150238143E0,-7.462221384E-2,4.033374786E-2,-3.182563782E-1
2.155212508E0,-2.716660500E-1,2.288436890E-2,-4.081034660E-1
2.160186873E0,-2.621527314E-1,3.369235992E-2,-5.068883896E-1
2.165161239E0,-2.102177143E-1,-1.477718353E-2,-1.943364143E-1
2.170135604E0,-1.159220338E-1,-1.331329346E-2,-2.857604027E-1
2.175109969E0,-1.968218684E-1,2.128028870E-2,-4.093751907E-1
2.180084334E0,-2.134600878E-1,2.017021179E-2,-2.675762177E-1
2.185058700E0,-2.918546200E-1,1.892471313E-2,-2.451324463E-1
2.190063582E0,-3.794496655E-1,-4.373264313E-2,-4.235539436E-1
2.195007430E0,-2.491775155E-1,4.055500031E-2,-3.855900764E-1
2.199981795E0,-2.425690889E-1,-3.633308411E-2,-2.652792931E-1
2.204986678E0,-2.381640077E-1,-6.770515442E-2,-2.946705818E-1
2.209961043E0,-1.511949897E-1,7.390022278E-3,-1.963725090E-1
2.214935409E0,-2.210146189E-1,2.982807159E-2,-1.414928436E-1
2.219909774E0,-1.889994144E-1,7.132530212E-3,1.668930054E-2
2.224884139E0,-1.524847746E-1,-3.567695618E-3,-1.356811523E-1
