theta,theta_dot
0.08867163147919334,-0.08968938312674206
0.07832936398035338,-0.11247870864357538
0.06604048461507303,-0.13163185043742595
0.05258870218191971,-0.13277216285688417
0.03906931512288007,-0.13667818940983406
0.025229840354717425,-0.13755838636624668
0.012434523354424,-0.11318516257095214
0.0023296621195282607,-0.08805104685710478
-0.0035863795815089124,-0.024677276262003573
-0.0036441785901912497,0.020093097016603292
0.0012870375156417244,0.07958610238970582
0.0123917394397603,0.1401034068234913
0.027158926139231473,0.14669861476207743
0.04174074232122813,0.14203599005889725
0.054863096420431946,0.11620909798718643
0.06549535587612568,0.09544238078800436
0.07317357423207178,0.0551425915313132
0.07681553019743316,0.017751292880827538
0.07456025129102335,-0.06566993039552474
0.06338074112569546,-0.15521899895123545
0.045219727018336486,-0.20082572549260072
0.024197922308088777,-0.2132490063978208
0.0016921028878715224,-0.23267845208964985
-0.02350795154245762,-0.26658333838874243
-0.04962835274108377,-0.24748472009991487
-0.07137737632131679,-0.18112444338184028
-0.08593899810070402,-0.10724282900988659
-0.09331720110908671,-0.03945426856686083
-0.09304513787515234,0.044710118684196325
-0.08447088655366901,0.12393486607719228
-0.06829457926159521,0.19491340165189486
-0.04563295539547862,0.2520158175157699
-0.019599186468563512,0.26136995845090155
0.005516220746882193,0.23441125953482694
0.02540975579625533,0.15869058950210346
